,Find,Gender,Age,Name,MissingDay,Location,Description,IMG
4045,미니어쳐 핀셔 , 암컷 , 5살 , 이름(초롱이),2017-09-15,서울특별시 강남구 개포동 주공아파트 1단지 내,정말 딸처럼 키웠던 아이입니다.. 보호하고 계신분께선 꼭 연락 부탁 드립니다..ㅠㅠ,
4046,믹스견 , 수컷 , 13살 , 이름(누리),2017-09-13,제주특별자치도 제주시 하귀 문화의집 근처,하얀 색 긴 털 바탕에 누런색 얼룩이 있습니다. 귀는 까만털이고 피부병으로 콧등이 벗겨져있습니다. 목에 방울이 달려있구요.,
4047,진돗개 , 수컷 , 1살 , 이름(황구),2017-09-12,경기도 양주시 경기도 양주시 삼상리 교외선 음식점,다리가 짧음. 빨강에 노란선이 있는 목줄. 칩있음. 잘 짖지 않음 귀쫑긋. 검정코.,
4048,포메라니언 , 암컷 , 1살 , 이름(초코),2017-09-13,경기도 성남시 수정구 신흥동 천주교성당 앞 다세대주택가,화이트포메이며 크림빛돕니다. 사람을 잘 따르고 2kg미만입니다.악세서리 안하고있습니다.,
4049,포메라니언 , 수컷 , 1살미만 , 이름(태양),2017-09-10,경기도 성남시 분당구 모란형제농원,6개월 정도 되고 흰색의 약간의 노란색이 섞인 털이 적은 포메라니언 입니다. 사람을 매우 잘따라요. 식탐이 좋구요.,
4050,말티즈 , 수컷 , 7살 , 이름(동동이),2017-09-13,서울특별시 은평구 신사동 신흥시장 놀이터,항문에 염증있음 한쪽눈만 아이라인 2.7키로,
4051,믹스견 , 암컷 , 8살 , 이름(아롱이),2017-09-12,"경기도 수원시 팔달구 팔달산 초입, 로데오 거리 근처","흰색 털 중간중간 누런 털이 바둑이처럼 섞여있음, 왼쪽 뒷다리를 절룩절룩 거림, 고양이를 보면 짖음",
4052,말티즈 , 수컷 , 3살 , 이름(레오),2017-09-12,인천광역시 미추홀구 주안5동 주안북초등학교,"중성화 수술을 했습니다 사람을 잘따릅니다 왼쪽눈에 눈병?비슷한게 있고 찡그리고 있습니다 등에 시커먼 반점이 있습니다(털이짧을때보입니다) 앞,뒷다리 관절에 빨갛게 달아올랐습니다 귓병이 있습니다 먹을것을 좋아합니다",
4053, 10살,믹스견(시츄혼혈) , 암컷 , 10살,2017-08-31,경상북도 칠곡군 기산면 행정리 금종쌀앞 lpg주유소 근처,시츄닮은 믹스견이고 통통한체형입니다 대변을볼때 시계방향으로 제자리에서 몇번 빙빙돌면서 대변봅니다 겁이많고 차밑에서 쉬는걸 좋아합니다 오른쪽 눈이 빨갛고 임신을 한번도 안했으며 몸무게는 6킬로정도 나갑니다,
4054,믹스견(코카스패니얼과 푸들 혼혈) , 수컷 , 1살 , 이름(망뭉이),2017-09-11,경기도 의왕시 의왕시 내손동 포일성당 부근. 포일단지 주택가,"갈색이고 수컷입니다. 꼬리 끝 쪽에만 털이 많습니다. 사람을 좋아해 사람을 보면 엄청 달려들고, 사람을 잘 쫓아갑니다. 무척 말랐습니다. 사례금 드리겠습니다.",
4055,진돗개 , 수컷 , 2살 , 이름(앵두),2017-09-06,충청남도 금산군 충남 금산군 진산면 교촌리 177-1 우진가설,빨간색 바탕에 가운데 초록색이 있는 가느라단 목줄을 하고 있습니다. 발가락 사이에 피부병이 있습니다. 뒷발 발목쪽에도 피부병이 있습니다. 꼬리가 많이 말려 있고 말라서 갈비뼈가 보입니다.,
4056,토이 푸들 , 수컷 , 3살 , 이름(꼬미),2017-09-10,"강원도 강릉시 병산동 공항다리근처, 안목해변",2kg정도 정도의 체구가 작은 갈색푸들입니다.마른편이고 전체적으로 미용해서 털이 짧은편. 코밑에 흰수염처럼 털이나있는게 특징이고 온순하고 겁이많은 편. 사람에게 안길땐 꼭 어깨타고올라가서 안깁니다.중성화 수술되어있습니다.,
4057,말티즈 , 암컷 , 13살 , 이름(초롱이),2017-09-09,서울특별시 영등포구 신길4동 만영마트 근처,"13살노령견에 백내장으로 한쪽눈은아예보이지않고 한쪽눈만 조금보여요. 털은 깎은상태고 아랫입술이없어 아랫니보여요. 목걸이,옷 착용하지않은상태입니다. 제발 도와주세요..심장도좋지않은 노령견이에요..",
4058,말티즈 , 수컷 , 3살 , 이름(구름이),2017-09-09,서울특별시 강남구 강남구 세곡동 반고개 윗마을,눈과코가 까맣고 크다..사람을 좋아하고 실종 된지 몇일 되어서 실종당일은 하얀색이나 더러워져서 다른색일수도 있다,
4059,말티즈 , 암컷 , 3살 , 이름(별나),2017-09-09,인천광역시 강화군 교동연 교동북로 419-17 주변,꼬리에 연하게 분홍염색이 살짝 남아있어요. 체중은 1.9kg~2.1kg 아담한사이즈에요 눈이크고 선해보이는 인상인데 미세하게 왼쪽눈이 좀더 큽니다. 코길이가 짧고 실종당시 털이 3센티정도 다듬어져있었습니다. 귀에털은 다시기르는중이라 짧은편. 중성화수술은 되어잇지않고 어렷을때 유치가 남아있어요,
4060,말티즈 , 암컷 , 3살 , 이름(미호),2017-09-03,"인천광역시 남동구 세무서사거리, 성리중학교 부근",겁이 많고 백색 털을 가진 하얀색 말티즈 2.5~3kg정도이며 아랫이빨이 윗니보다 살짝 튀어나와있음,
4061,비숑 프리제 , 수컷 , 2살 , 이름(라이언),2017-09-10,강원도 홍천군 홍턴읍 연봉리 농협인근,털을 다 깎았습니다. 중성화 수술을 하지 않아 이곳 저곳 마킹을 합니다. 매우 활동적입니다.,
4062,진돗개 , 수컷 , 1살미만 , 이름(강아지),2017-09-10,서울특별시 노원구 중계주공9단지 앞 공원,강아지 2마리,
4063,요크셔 테리어 , 암컷 , 11살 , 이름(하늘이),2017-08-25,전라북도 고창군 흥덕면 신송리 마을 공판장주위 큰도로입니다,눈한쪽이 뿌옇고 젖꼭지 하나가 없어요 ㅠㅠ,
4064,미니어쳐 핀셔 , 암컷 , 14살 , 이름(곤지),2017-09-09,서울특별시 동대문구 청량리동 동부아파트 부근,미니핀에 비해 덩치가 있는편이며 한쪽귀에 상처가있고 배부분에 종양수술한 흔적이있으며 낯을 심하게 가리고 겁이 많습니다,
4065,시 츄 , 수컷 , 8살 , 이름(미코),2017-09-06,충청북도 음성군 대소면 방금이마을 경로당근처,실종당시 갈색 동그란 이름표착용중이였고 앞다리가 바깥쪽으로 약간 휘어져서 걸을때 뒤뚱해보이고 약간 절둑거리게보여요.미용할때되서 전체적으로 털이 약간 긴정도이고 부스스해보일겁니다.옆구리부분만지면 튀어나온뼈가만져지구요..사람을 잘 따르지않지만 싫어하진않습니다.,
4066,요크셔 테리어 , 암컷 , 4살 , 이름(앵두),2017-09-07,경기도 의정부시 가능1동 그린쌀마트 주변에서 최종목격,검은색털과 흰색털이 썩여있으며 매우 마르고 귀가 살짝 짤려있으며 털이 약간 꼽슬기가 있다,
4067,제퍼니즈 스피츠 , 암컷 , 9살 , 이름(사이다),2017-09-01,부산광역시 수영구 부산 수영구 민락동 동방오거리부근,"미용한지 얼마안된 상태, 중성화수술 , 꼬리에 염증이있음 , 작게 짖음",
4068,믹스견(웰시코기믹스견) , 수컷 , 1살 , 이름(호돌이),2017-09-04,서울특별시 송파구 방이동 생태공원 부근,웰시코기 믹스견 성질이 더럽고 모르는 사람을 보면 막 짖음. 수컷이며 발정이 났고 목줄을 하지 않았고 중형견이며 귀가 쫑긋 세워져 있고 코부분이 튀어나옴,
4069,미니어쳐 핀셔 , 수컷 , 1살 , 이름(쉐리),2017-09-06,인천광역시 연수구 옥련동 백산2차아파트 201동 3.4라인,색은 황우색이며 등라인으로는 진한갈색털이 나있습니다.,
4070, 4살,진돗개 , 수컷 , 4살,2017-09-03,경기도 파주시 파주시 조리읍 오산리,보통 진돗개 성견 크기입니다. 긴 쇠목줄을 달고있습니다.,
4071,보스턴 테리어 , 수컷 , 3살 , 이름(꾸리),2017-09-04,경상남도 사천시 향촌동 남일로 부근,덩치가 큽니다 머리 가운데 동그란 검은색 무늬가있어요,
4072,미니어쳐 핀셔 , 암컷 , 5살 , 이름(까미),2017-09-02,경기도 남양주시 진건읍 송능리 버스정류장 인근,"치석이 있으며, 발톱이길고, 꼬리가 짧아요 등에 2센치가량 흉터가 있어요",
4073,포메라니언 , 수컷 , 9살 , 이름(복이),2017-09-02,부산광역시 강서구 맥도마을,입냄새가 심하며.겁이 많고. 사람을 잘따름.칩이 내장되어있음,
4074,미니어쳐 핀셔 , 암컷 , 11살 , 이름(복이),2017-09-03,대구광역시 수성구 황금시장,머리에 작은 흉터가 있고 꼬리는 단미되어 있음.,
4075,믹스견(검은색 흰색 믹스견 중성화되어있음) , 수컷 , 10살 , 이름(아찌),2017-09-04,울산광역시 동구 방어동 황제사우나 부근 (화정동 방어동 꽃바위,중성화되어있고 10살 넘었구요 치아에 치석이 좀 있고 소심하고 사람 물고 그렇진 않아요 믹스견이고 5kg 좀 안 나갑니다 귀가 서있어요 ***-****-****,
4076,골든 리트리버 , 암컷 , 1살미만 , 이름(진행복),2017-09-04,인천광역시 연수구 연수동 우성2차아파트 정문,온순하며 말을잘들으며 사람을 좋아함,
4077,골든 리트리버 , 수컷 , 1살 , 이름(민),2017-08-31,전라북도 전주시 완산구 석구동,파란색 목줄을 차고있고 사람을 매우 좋아합니다.,
4078,제퍼니즈 스피츠 , 수컷 , 1살 , 이름(해피),2017-08-30,경기도 수원시 팔달구 수원매교동근처,남아이고 코윗부분 살짝 상처나있고 꼬리부위보시면 털도 좀 빠져있고 중성화 수술은 아직안했습니다,
4079,포메라니언 , 수컷 , 1살미만 , 이름(크림이),2017-09-03,서울특별시 강동구 길동 주민센터,"화이트 포메리언 인데 부분 갈색이고 3kg도 안나가는 작은 아이입니다. 눈물자국이 있고, 집에서 미용을 하여 털이 고르지 못합니다.",
4080,토이 푸들 , 수컷 , 5살 , 이름(코코),2017-09-03,경상남도 창녕군 도천면,갈색 보통 체격의 푸들. 마르고 다리가 긴편. 꼬리가 매우 짧음. 겁이 많음.,
4081,믹스견(믹스견 발바리) , 수컷 , 15살 , 이름(천방이),2017-09-03,부산광역시 북구 덕천1동 359-1번지 숙등역부근,귀가 안들리며 엄청 활발하고 체구가 작고 말랐음,
4082,시바 , 수컷 , 2살 , 이름(하피),2017-08-31,서울특별시 금천구 금천구시흥동212-1 시온교회앞,파랑색 목줄을 하고있고 목줄에 전화번호있음 누렁색 귀가작고 꼬리가 말렸음 (특징),
4083,시 츄 , 암컷 , 2살 , 이름(소망이뽀삐),2017-09-02,인천광역시 미추홀구 용현동 용남시장 부근,소망이는 시츄치고 등치가 큽니다 뽀삐는 다리털만 길고 다른곳은 짧아요,
4084,믹스견(발바리믹서) , 수컷 , 5살 , 이름(호야),2017-09-01,부산광역시 동구 동구 상해거리,몸에 비해 귀가크고 몸은 하얀색에 연갈색 반점이 있음 발톱이 많이 길어요 목줄 안햇고 인식칩도 없고 겁이 심하고 사람들을 매우 두려워 함,
4085,셔틀랜드 쉽독 , 수컷 , 1살 , 이름(하비),2017-08-31,서울특별시 중랑구 중랑교 중랑천산책로부근,검은털 겁이 많고 털 짧음 검정 하네스 하고 사라짐,
4086,미니어쳐 핀셔 , 수컷 , 8살 , 이름(톰),2017-08-31,전라남도 광양시 광양읍 동초등학교 인근,목걸이를 하고 있으며. 집 전화번호 기재됨,
4087,진돗개 , 수컷 , 2살 , 이름(마루),2017-09-01,서울특별시 서초구 서초1동 주민센터 부근,하얀색 백구,
4088,포메라니언 , 암컷 , 3살 , 이름(미호),2017-08-30,부산광역시 연제구 연산6동 신리삼거리 부근,꼬리끝에 분홍색으로 염색되어있어요,
4089,포메라니언 , 암컷 , 9살 , 이름(별이),2017-08-30,서울특별시 중랑구 상봉역2번출구 근처,갈색포메라이안이며 미용을하여 털이 조금 짧고요 실종닽시 몸에 파란색 몸줄을 하고있어요,
4090,프랜치 불독 , 암컷 , 1살미만 , 이름(땡이),2017-08-30,부산광역시 사상구 괘법동 바우숯불갈비인근,"여자,크림프렌치불독,전체가흰색털,꼬리가동그랗게말림,핑크색볼터치가희미하게남아있음,등피부가울긋불긋함,목덜미에상처가있음",
4091,믹스견(시추 혼혈) , 수컷 , 1살미만 , 이름(바둑이),2017-08-25,전라북도 정읍시 감곡면 정가2길 집 마당,*시추 믹스견으로 목에 방울달린 파란 목줄 하고 있음. *중성화 수술 마침 *지금은 털 다민뒤 다시 자라는 중으로 털길이 2센티 정도됨 *몸길이 40-50센티로 5킬로 정도 *사람을 잘 따르고 누구나 보며 꼬리를 흔듬,
4092,포메라니언 , 암컷 , 2살 , 이름(제시),2017-08-28,부산광역시 사상구 모라주공아파트 116동 부근,눈물자국이 갈색으로있고 토끼처럼뛰면서 점프를합니다 세이블포메라 털안쪽이 검은색이고 혀를계속 내밀고다녀요,
4093,닥스훈트 , 수컷 , 8살 , 이름(까미),2017-08-23,서울특별시 서초구 우면산 입구,7kg. 오른쪽눈이 약간흐리고 회색빚이남. 성격이 사납고 사람을 잘따르지않으며 공격성이심함.,
4094,말티즈 , 수컷 , 1살 , 이름(장군),2017-08-29,경기도 광명시 광명7동 무지개어린이집 골목,발바닥이 붉어요. 빨갛게 피처럼 보이기도 해요.,
4095,미니어처 푸들 , 수컷 , 2살 , 이름(봄이),2017-08-29,경상남도 진주시 칠암동 현대아파트 부근,사람을 무서워하고 겁이 많음 온 몸이 갈색이고 목에만 원형으로 흰 털이 있음,
4096,믹스견(시츄혼혈) , 수컷 , 1살미만 , 이름(바둑이),2017-08-25,전라북도 정읍시 집 마당,"지금은 저 사진보다 많이 성장한 상태입니다. 털도 다 깎였다가 다시 2센티 정도 자란 상태입니다. 털 색이 등쪽이 흰색과 누런색이 섞여있습니다, 귀는 사진처럼 앞으로 숙여질 때가 많습니다. 목에 방울 달린 파란목줄을 하고 있습니다. 몸 길이 40~45센치 몸무게 5킬로 정도",
4097,미니어처 푸들 , 암컷 , 9살 , 이름(뭉이),2017-08-24,서울특별시 도봉구 도봉동 한신아파트 123동 앞 분리수거장,"털 관리가 안되어있으며, 살이 좀 있습니다. 하얀색 푸들 이지만 아주 약간갈색도 있습니다. 성격은 온순하며 겁이 많습니다.",
4098,말티즈 , 수컷 , 1살 , 이름(하늘이),2017-08-27,경기도 수원시 팔달구 우만1동,등쪽에 얼룩처럼 치즈색깔비슷한 무늬가있습니다 워낙성격이순해서사람좋아하고강아지도좋아합니다,
4099,시 츄 , 암컷 , 2살 , 이름(마음),2017-08-18,"서울특별시 성북구 정릉1동 해뜨는 유치원 부근,정릉 제일교회 부근, 숭덕초등학교 부근",오른쪽 눈주위에 검정털이 있습니다. 등은 블랙과 화이트가 섞인 블랙 시츄입니다 4kg정도 나가는 작은 아이입니다,
4100,"믹스견(믹스견-백구,얼룩발발이) ", 수컷 , 5살 , 이름(갑돌이),2017-08-21,경기도 양평군 경기도 양평군 개군면 계전리 부근,중형 진돗개 사이즈 전체적으로 하얗고 귀는 누런색이고 몸군데군데 옅은 누런 반점있음 한뼘가량 잘린 목줄 목에 달고 있을 것으로 추정,
4101,진돗개 , 암컷 , 4살 , 이름(아치),2017-08-24,경기도 평택시 k-55 미군부대 근처에서 사라졌습니다.,코가 붉고 보는 사람 기준으로 혀 오른쪽에 점 하나가 있음. 속눈썹이 길고 귀 끝쪽이 누럼. 몸 크기는 보통 진돗개보다 좀 작음. 발바닥은 까만색. 아치라 부르면 반응. 사례금은 협의 가능합니다 제발 목격하시면 위에있는 번호로 문자해주세요 제발 부탁드려요,
4102,"믹스견(대형견, 보통 진도견만큼의 크기입니다) ", 수컷 , 4살 , 이름(백운이),2017-08-18,경상남도 김해시 진영읍 내룡리,(1) 약간 노란빛을 띠는 하얀색 털을 가졌습니다. (2) 코는 갈색빛이고 꼬리가 긴 편입니다. (3) 혀에 꽤 큰 검은 반점이 있습니다. (4) 크기는 보통 진도견만큼 큰 대형견이며 아주 영특합니다. (5) 시골에서 자유롭게 키우고 있으며 호기심이 많고 돌아다니는 걸 좋아합니다.,
4103,진돗개 , 암컷 , 1살 , 이름(진주),2017-08-25,광주광역시 광산구 광산구우산동 y마트 (구 주공연립아파트)부근이 최초이자 마지막,"흰색 진돗개 암컷 체구가 작음 (마름) 다리에 상처흔적이 많음 (상처부위가 갈색으로 변함), 꼬리가 완전히 말려있음 꼬리쪽 젖꼭지 밑에 조금한 혹같은 헛살? 젖꼭지 같은게 하나 더 있음",
4104,말티즈 , 수컷 , 9살 , 이름(마르티스),2017-08-25,인천광역시 부평구 인천 부평구 부개동 부개초등학교 근처,한쪽눈동자가상처로백내장처럼흰색이있고중성화수술은하지않코 남자9세임 이름 하니 귀꼬리핑크염색조금남아있음,
4105,믹스견 , 수컷 , 6살 , 이름(꽁지),2017-08-24,서울특별시 강남구 역삼동 국기원 인근,두달전 엉덩이쪽을. 크게다쳐 꼬리가손실돼어없어요..귀랑 발이크고 다리가짧아요..겁이 굉장히 많고 순해요,
4106,시베리안 허스키 , 암컷 , 3살 , 이름(태희),2017-08-18,경기도 파주시 파주시 탄현면 낙하리 산업단지내,왼쪽눈이 블루아이입니다. 오른쪽은 거희갈색눈동자이고 조금 블루아이가 있습니다. 태희야 부르면 좋아합니다.,
4107,보스턴 테리어 , 암컷 , 1살 , 이름(지야),2017-08-25,경상남도 창원시 의창구 명서사거리 부근,해충용 목걸이(베이지색)착용중 몹시 순하여 사람에게 다가가도 해치지 않습니다. 제가 집에서 첫 미용을 해서 털길이가 삐뚤빼둘합니다.,
4108,시 츄 , 암컷 , 5살 , 이름(퐁이),2017-08-24,인천광역시 미추홀구 주안3동 우리할인마트 부근,덩치는 있으며 덩치에 비해 얼굴이 작은 편이며 배 중앙에 오백원짜리 만한 탈장이 있고 털은 미용한 상태입니다.,
4109,기타견종 , 암컷 , 1살미만 , 이름(은탁이),2017-08-23,경기도 양주시 광적면 일미칼국수 1층,하얀색에 등에 구운 고등어마냥 갈색 검은색으로 그라데이션이 되있습니다. 초록색 목줄을 하고있고 꼬리가 길어요. 귀도 좀 큰편입니다.,
4110,말티즈 , 암컷 , 17살 , 이름(아지),2017-08-24,대구광역시 수성구 수성못놀이터파크랜드근처,백내장이 있어 눈이 안보이고 나이가 많아 잘짖지도 않음.,
4111,포메라니언 , 수컷 , 1살미만 , 이름(탄이),2017-08-19,세종특별자치시 전체 조치원읍 대동초등학교 근처 단독 주택,블랙탄 포메라니언 숫컷 5개월령,
4112,말티즈 , 수컷 , 10살 , 이름(크림),2017-08-21,경기도 시흥시 정왕동 오이도역 부근,1-2cm의 털길이 / 사람을 아주 좋아함 / 왼쪽 목 아래에 작은 혹이있음 / 아래앞이 하나가 없음 / 중성화 안함,
4113,말티즈 , 수컷 , 13살 , 이름(똘이),2017-07-30,전라북도 정읍시 상송리,목에 강아지 정보칩을 넣었습니다. 교통사고로 왼쪽 다리를 절고 엉덩이에 수술자국이 있습니다. 심장병으로 많이 아픈 아이입니다. 사체라도 꼭 찾습니다. 연락 주세요. 사례금 꼭 드리겠습니다.,
4114,미니어쳐 핀셔 , 수컷 , 3살 , 이름(킹),2017-08-22,광주광역시 북구 망월동부근 다육농장많은곳,귀가쫑긋서있고 사람을 아주잘 따름니다.성대수술과 중성화수술이되있습니다.은색 목걸이를차고있고 목걸이에 이름과 연락처가 적혀있고 연핑크색 나시옷을입고있습니다.,
4115,치와와 , 암컷 , 6살 , 이름(코코),2017-08-22,충청남도 천안시 서북구 쌍용동 월봉청솔1차,겁이 많아요 눈이 튀어나와보입니다,
4116,토이 푸들 , 암컷 , 3살 , 이름(아롱이),2017-08-22,경기도 의정부시 호원동 한주1차 부근,옅은갈색의 푸들 털은 곱슬기가 많이 없고 귀와 다리밑부분은 짙은갈색을 띄고 있습니다 코는 일반푸들과는 달리 갈색입니다.,
4117,잉글리시 코커 스패니얼 , 암컷 , 6살 , 이름(누리),2017-08-21,경기도 과천시 문원동,먹을것을 주면 아무나 잘 따라다닙니다..,
4118,진돗개 , 암컷 , 5살 , 이름(봄),2017-08-12,인천광역시 미추홀구 숭의동,흰색 갈색이 있는 진돗개입니다.,
4119,비숑 프리제 , 수컷 , 7살 , 이름(준똘이),2017-08-20,서울특별시 송파구 삼전동 174-7번지 부근,엉덩이를 핥어서 주변이 까맣습니다.,
4120,말티즈 , 암컷 , 2살 , 이름(꽁이),2017-08-20,경기도 수원시 장안구 장안구 송원로 송죽동 홈플러스 경기장쪽으로 200m부근 오토바이점,작고(약3k) 마르고 미용한지 2달정도 됬어요 눈물자국이 있고 사람을 따르면서도 겁이 많아요 안심상황에선 많이 짖는 편이에요 할머니가 꽁이 없인 못살아요 꼭 좀 찾아주세요~,
4121,토이 푸들 , 암컷 , 6살 , 이름(다솜),2017-07-29,충청남도 태안군 충남 태안군 근흥면 갈음리,"겁이 매우 많음 눈물이 많아서 눈물자국 심함. 치아상태가 굉장히 안좋아 입냄새가 매우심함. 모르는 사람 잘 따라감. 성대수술 중성화수술 되어있음. 옷과 목걸이가 없으며 관절이 약해 오래 걸으면 왼쪽 뒷발을 들고걸음. 5분 만 걸어도 힘들어하며 주저앉음. 계단을 오르내리지 못함. 초 소형견 최소몸무게 1.2~최대1.8키로. 배변훈련X 손이나 앉아같은 훈련× 손을 살짝 만들거나 쓰다듬으려해도 무서워함. 사람의 다리,발 무서워함. 잘 짖지않고 빗소리 천둥번개소리를 제일 무서워함 첫번째 사진이 잃어믈릴 당시 모습 털이 많이 자라있을 수 있음",
4122,미니어쳐 핀셔 , 수컷 , 5살 , 이름(까꿍),2017-08-19,대구광역시 남구 서봉사 부근,발과 가슴에 흰털이있고 귀가 쫑긋서있습니다 중성화가 되어있지 않고 성대수술은 되어있습니다,
4123,미니어처 푸들 , 암컷 , 1살 , 이름(몽쉘),2017-08-20,경기도 성남시 분당구 야탑 마르코성당,잿빛갈색 꼬리가짧음 다리가긴편 얼굴 곰돌이컷/다리 부츠컷 목에 갈색가죽목걸이에 방울달림,
4124,토이 푸들 , 수컷 , 2살 , 이름(또또),2017-08-20,경상남도 김해시 삼정동 복음병원 부근,사진보다 털이김,
4125,이탈리언 그레이하운드 , 수컷 , 3살 , 이름(그레이),2017-08-21,경기도 수원시 영통구 영통초 영통중 부근,겁이많고 검은색 하얀색 얼룩모양,
4126,제퍼니즈 스피츠 , 암컷 , 2살 , 이름(코코),2017-08-21,서울특별시 금천구 안씨종묘 근처 지도 있는 부분,스피츠와 포메라이언이 섞인 종이라 스피츠보다는 몸집이 굉장히 작고 털이 엄청 복슬복슬 합니다. 귀 뒤에 털이 좀 엉켜있습니다. 발톱이 길고 다리가 얇고 깁니다.,
4127,믹스견(슈나우저 혼혈) , 수컷 , 18살 , 이름(깜이),2017-08-20,인천광역시 부평구 부개동 대성빌라 부근,"노견이라 귀가 잘 안들립니다. 중성화 안했고, 미용직후라 털이 아주 짦습니다.",
4128,차우 차우 , 수컷 , 8살 , 이름(콩),2017-08-18,충청북도 제천시 송학면 무도리,진돗개X차우차우 믹스견으로 덩치는 중형견 전채적으로 검정색견 혀도 보라색 귀는 아래로 처짐,
4129,말티즈 , 수컷 , 8살 , 이름(베리),2017-08-19,"서울특별시 강남구 청담동 건영아파트, 현대아파트 부근",털이 짧음 눈이 큼 순하고 사람을 잘 따름,
4130,토이 푸들 , 암컷 , 3살 , 이름(코코),2017-08-19,서울특별시 강남구 역삼동 626-10 한산한 주택가 부근,진갈색. 귀랑 꼬리부분이 검정색으로 염색되어있고요 사람을잘따르고 손 엎드려 이런교육이잘되있습니다. 꼭찾아주세요,
4131,잭 러셀 테리어 , 암컷 , 5살 , 이름(미니),2017-08-20,"울산광역시 울주군 말 농장, 강아지 농장",암컷이고 중성화를 하지않았습니다. 엉덩이와 얼굴에 점이있습니다. 활발한 성격입니다.,
4132,요크셔 테리어 , 암컷 , 13살 , 이름(버디),2017-07-14,부산광역시 수영구 수영구 광안 2동 무지개 마을 근처,작은 체구에 귀가 크고 꼬리를 짧게 잘랏으며 암컷 요쿠셔테리어입니다. 13살이지만 건강하고 얌전한 편입니다. 지금은 털이 길었을겁니다. 길면 털이 검정색입니다.,
4133,잉글리시 코커 스패니얼 , 수컷 , 12살 , 이름(카카),2017-08-19,서울특별시 성북구 서울 성북구 장위2동 명문어린이집 앞,8키로 몸전체 노란 곱슬털 꼬리가짧고 사람을 무척좋아하고 잘따름 인식칩있음,
4134,셔틀랜드 쉽독 , 수컷 , 3살 , 이름(스벤),2017-08-09,부산광역시 기장군 일광장안읍 좌천마을부근,위에사진이 현재모습이고 밑에사진이 미용전 모습입니다. 작은체구의 셔틀랜드쉽독입니다. 얼굴앞부분과 꼬리를 제외하고 완전미용된상태입니다. 에너지가폭발하는아이라 계속점프하고 자기주장이강한편이라 상당히 시끄럽습니다 목줄을 통채로 벗고나가서 인식표목걸이 없습니다. 사람좋아합니다..애교 정말 많습니다 아마도 쉽게 잡힐듯 하지만 보는즉시 사진촬영후 신고바랍니다. 어디로 튈지모르는 상당히 활발한 성격의 아이입니다.,
4135,믹스견(노랑이인데 이마와 목부분에 흰무늬있음) , 수컷 , 3살 , 이름(둘리),2017-08-09,부산광역시 기장군 일광장안읍 좌천마을부근,네임택과연락처가있는갈색가죽목걸이를하고있음 워낙에 똑똑한아이라 목걸이는 풀었을 가능성도 있음 귀가 앞쪽으로 접여있는게 작은 리트리버 같은 생김새 전체 밝은 노랑털에 이마 중앙과 주둥이부분 목부분과 발쪽에 하얀무늬있습니다. 두발로 서서 도는걸 좋아함 상당히 애교가 많고 사람들 잘 따르지만 묶이는걸 싫어해서 잡는건 쉽지않을듯 합니다. 보시면 잡으려하지마시고 사진을 찍은후 연락바랍니다.,
4136,진돗개 , 암컷 , 1살 , 이름(진순이),2017-08-18,경기도 남양주시 남양주,여자아이이며 오른쪽다리를 다쳐서 잘걷지못합니다 순하고 사람을좋아합니다,
4137,믹스견 , 수컷 , 3살 , 이름(박지성),2017-08-16,경기도 수원시 장안구 파장동 동사무소 건너편,털이짧으며 색은 누리끼리하며 핑크색 목줄착용 귀가쫑긋 서 있으며 사막여우를 닮았으며 순함 그리고 중형견이며 발톱이길고 눈이작음 다리가짧고 얼굴이큼,
4138,미니어처 슈나우저 , 수컷 , 7살 , 이름(별이),2017-08-19,경기도 남양주시 와부읍 율석1리 벼룩마켓앞,"화이트슈나우져이고,미용하였으며,등쪽에 검은반점이 있고,귀가 큽니다.",
4139,삽살개 , 암컷 , 1살 , 이름(삽살이),2017-08-16,경상북도 경주시 경북 경주시 진현동,삽살개입니다,
4140,포메라니언 , 암컷 , 2살 , 이름(뽀삐),2017-08-19,광주광역시 북구 교육대뒷길 풍향초후문 서방시장쪽,작고 약간 연한갈색이구요 사람을 너무좋아해요,
4141,말티즈 , 암컷 , 1살 , 이름(뽀송이),2017-08-19,서울특별시 강동구 천호동 동선교회 주변골목,사람을 잘 따르고 눈에 눈물자국이 있습니다.,
4142,포메라니언 , 수컷 , 2살 , 이름(꼬맹),2017-07-01,경상북도 울진군 노음초등학교 부근 할머니 댁 마당에서 실종,체구가 작음 성격:친화적,
4143,진돗개 , 암컷 , 1살 , 이름(순복이),2017-08-18,부산광역시 해운대구 해운대구 우1치안센터 자택에서 실종,목걸이 : 갈색 가죽에 뼈다귀 모양의 은색 장식 있음 성격 : 순하고 사람을 잘 따름,
4144,토이 푸들 , 수컷 , 2살 , 이름(우디),2017-08-11,제주특별자치도 제주시 이도이동 동사무소 부근에서 문예회관,몸무케 3.2키로 정도 실버색깔이며 등라인과 귀는 색상이 어둡고 단미가 되어잇으며 겁이많습니다. 중성화가 되어있고 배부분이 누렇습니다 등부분에 피부병으로 딱지가 져잇습니다 칩이나 인식표 없습니다,
